ID,Culture,SUB_EC,REG,AREA,FM,PM,SB,FM_EXT,FM_INT,FM_RF,FM_IRR,PM_EXT,PM_INT,PM_RF,PM_IRR,SB_CAS,SB_EXT,SB_INT,SB_RF,SB_DEC,SB_IRR,LONG,LATI,FMcycle_m,FMcycle_v,PMcycle_m,PMcycle_v,SBcycle_m,SBcycle_v,ALT_m,ALT_v,SLO_m,SLO_v,INS_m,INS_v,GHI_m,GHI_v,AI_m,AI_v,PCI_m,PCI_v,BIO1_m,BIO1_v,BIO2_m,BIO2_v,BIO3_m,BIO3_v,BIO4_m,BIO4_v,BIO5_m,BIO5_v,BIO6_m,BIO6_v,BIO7_m,BIO7_v,BIO8_m,BIO8_v,BIO9_m,BIO9_v,BIO10_m,BIO10_v,BIO11_m,BIO11_v,BIO12_m,BIO12_v,BIO13_m,BIO13_v,BIO14_m,BIO14_v,BIO15_m,BIO15_v,BIO16_m,BIO16_v,BIO17_m,BIO17_v,BIO18_m,BIO18_v,BIO19_m,BIO19_v,SOC_m,SOC_v,BD1_m,BD1_v,BD2_m,BD2_v,CLAY1_m,CLAY1_v,CLAY2_m,CLAY2_v,SILT1_m,SILT1_v,SILT2_m,SILT2_v,SAND1_m,SAND1_v,SAND2_m,SAND2_v,GRAV1_m,GRAV1_v,GRAV2_m,GRAV2_v,CEC1_m,CEC1_v,CEC2_m,CEC2_v,ECE1_m,ECE1_v,ECE2_m,ECE2_v,PH1_m,PH1_v,PH2_m,PH2_v,OC1_m,OC1_v,OC2_m,OC2_v,TK1_m,TK1_v,TK2_m,TK2_v,TN1_m,TN1_v,TN2_m,TN2_v,TP1_m,TP1_v,TP2_m,TP2_V,TS1_m,TS1_v,TS2_m,TS2_v,WC11_m,WC11_v,WC12_m,WC12_v,WC21_m,WC21_v,WC22_m,WC22_v,WC31_m,WC31_v,WC32_m,WC32_v
11,Fon ,Horticulturalists,Western Africa,6603.66,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,2.5452727140000,6.8301319130000,0.0000000000000,0.0000000000000,104.7500000000000,467.6875000000000,90.0000000000000,242.6900000000000,46.5631042600000,1750.2638210000000,0.5305978840000,0.2469062370000,11.9801709414211,0.0020036587394,4.7245953730000,0.0116111370000,0.7501821580000,0.0070314340000,0.1204970560000,0.0000537000000,27.4338544400000,0.1036191973000,8.7503809770000,1.8858190640000,56.2942951000000,1.8549008440000,127.6052680000000,59.4932280600000,34.2685233800000,1.7171643940000,21.9869285300000,0.2845394021000,12.2815948500000,2.9842453600000,27.1581319000000,0.4911636625000,28.1517735200000,0.1061419074000,28.9820152400000,0.1429967003000,25.6580530700000,0.8150260762000,1181.7128220000000,12955.4274399999000,218.4854178000000,3720.2069870000000,8.9684708360000,25.1139709600000,66.1207304300000,38.5794309200000,536.2266159000000,8233.1903940000000,56.5810562300000,161.3347771000000,242.1346558000000,161.8114542000000,342.1442459000000,591.3650792000000,38.6067803200000,35.8698025100000,1.2981730770000,0.0018512870000,1.3912784400000,0.0036384300000,17.9378385700000,106.5215316000000,26.8014626200000,147.6913103000000,25.8243499500000,125.4581040000000,22.6095612100000,95.4072010000000,56.2378114800000,349.1970077000000,50.5889761700000,336.0150375000000,3.9283586130000,8.3883383050000,6.7107258940000,79.9417730600000,0.1351005920000,0.0058306130000,0.1229676960000,0.0106867310000,0.0025836270000,0.0000095600000,0.0036088980000,0.0000267000000,5.7126642290000,0.5059314410000,5.7331301640000,0.7404086100000,1.3478047130000,0.1752869720000,0.4525094800000,0.0120809700000,1.4487637870000,0.0557759020000,1.6226171880000,0.0015357140000,0.0917131640000,0.0009305200000,0.0407665220000,0.0000967000000,0.0527895220000,0.0000878000000,0.0389453130000,0.0000648000000,0.0320503790000,0.0011807070000,0.1140574210000,0.0455792010000,31.8416847200000,76.1757997300000,31.2961809300000,74.2404513500000,28.0604008700000,67.1232644200000,29.6270314200000,82.1550649500000,17.1480227500000,44.6142775500000,19.7055796300000,72.4889516600000
12,Ganda ,Intensive agriculturalists,Eastern Africa,38595.96,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,31.9266921800000,0.6283804330000,90.0000000000000,242.6900000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1163.3588560000000,8097.4399500000000,1.1325488460000,1.3804661770000,11.9679484766199,0.0165799608517,5.4096306490000,0.0390138300000,0.7267940500000,0.0112804690000,0.0972904910000,0.0000079200000,22.0044926200000,0.4567219886000,11.4354316600000,0.2127302214000,62.9684578600000,0.3379378240000,59.2463343900000,81.9416553900000,29.3775524200000,1.3384832970000,15.5064964700000,0.5296247716000,13.8710559500000,0.3913317466000,22.0382060500000,0.5600616770000,22.1416225700000,1.4051715580000,22.7666762600000,0.6260295774000,21.1963022800000,3.3876937430000,1168.4548860000000,27973.2788400000000,165.9016894000000,862.4910212000000,38.4916413900000,138.4896948000000,40.4866815800000,16.6464447800000,416.1560791000000,4851.8395290000000,157.3881717000000,1336.3290810000000,212.1364834000000,2530.0868590000000,235.8252552000000,5470.3082000000000,54.2124793500000,241.3605042000000,1.3119678860000,0.0075640550000,1.3583489940000,0.0082766820000,25.5682761100000,8.6197776040000,37.3692224900000,17.3102740700000,25.5715054600000,61.2712212300000,22.4620663400000,31.6573129700000,48.8602184300000,6.6683567920000,40.1687111700000,13.1094380900000,4.4797156380000,8.2817986720000,3.5914422190000,1.5307220080000,0.1327416580000,0.0064144680000,0.1082235910000,0.0041846920000,0.0005243300000,0.0000001920000,0.0002298980000,0.0000000504000,5.3224963550000,0.0273052250000,5.1573219690000,0.0058409350000,2.2444930590000,6.8907342700000,1.1350099800000,5.9232821480000,0.5720340470000,0.1723445120000,0.7350309210000,0.2707722970000,0.1380729300000,0.0140432360000,0.0663622700000,0.0076037910000,0.0452738850000,0.0000579000000,0.0252738850000,0.0000579000000,0.0242192370000,0.0001782510000,0.0317451950000,0.0003144290000,34.9398084800000,13.1032618500000,33.9936534300000,4.4613411960000,29.8260187000000,17.9327708700000,30.7650422700000,6.5649102470000,15.7338476400000,1.5211326250000,19.2036958100000,8.9763810480000
13,Garo ,Horticulturalists,South Asia,9759.28,1.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,90.4617764900000,25.5992616600000,104.7500000000000,467.6875000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,300.4922209000000,61374.3114200000000,3.1823797860000,8.4939465050000,11.6441132000514,0.0882663293554,4.3778602700000,0.0045965000000,2.4195794920000,0.6596105570000,0.1620281130000,0.0000192000000,23.5184364100000,1.8193566520000,8.7514099570000,0.1080705587000,61.7582728000000,7.9763592150000,339.0664625000000,133.5392184000000,31.0891773600000,3.1836356550000,11.3567969700000,0.9598691911000,19.7323804000000,0.7942757296000,26.3699630500000,1.8562609730000,18.2478996500000,1.5326096110000,26.4886814500000,1.8660996320000,18.2478996500000,15.3260961100000,3246.4302800000000,508826.6065000000000,739.5706923000000,34962.3486900000000,1.8511279660000,1.4776890900000,96.9366005400000,7.3712597060000,1968.6651110000000,254334.8465000000000,26.0395760400000,22.0835254800000,1568.1189230000000,148530.4265000000000,26.0395760400000,22.0835254800000,35.4988737400000,18.9951237200000,1.2734616880000,0.0001430480000,1.4015752630000,0.0003214900000,19.4688837000000,0.4204067670000,33.3676585000000,19.4241839200000,34.8531699700000,17.1889805200000,28.6595682600000,27.7462947100000,45.6779463300000,14.7030094900000,37.9727732400000,2.3631921030000,6.3821470250000,4.6716096660000,15.9744262900000,81.2689170600000,0.1251955160000,0.0004008970000,0.0870613950000,0.0003834000000,0.0007430960000,0.0000001500000,0.0007232590000,0.0000001250000,5.1864108790000,0.1867853980000,5.2621563870000,0.3551968260000,1.7213671720000,0.0118233180000,0.5087961880000,0.0067524940000,1.1680082350000,0.1464312440000,1.4616057640000,0.0866149760000,0.1224202640000,0.0000766000000,0.0408488910000,0.0000081600000,0.0605352550000,0.0000997000000,0.0352676270000,0.0000249000000,0.0180898660000,0.0000167000000,0.0099367830000,0.0000006280000,34.5990859600000,1.0002947980000,33.2923959500000,0.9909331290000,29.8801050200000,7.5348798490000,29.6879618800000,0.4840678480000,15.8946907800000,3.6323008960000,20.1960326700000,13.1081200200000
14,Gikuyu ,Intensive agriculturalists,Eastern Africa,41518.83,1.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,36.9819009800000,-0.4118954980000,104.7500000000000,467.6875000000000,134.7500000000000,467.6875000000000,134.7500000000000,467.6875000000000,1777.9864510000000,485743.9970000000000,2.6238652430000,6.6485103700000,11.8293161605651,0.0823081045456,5.6279242050000,0.1276149510000,0.6771159210000,0.1058177660000,0.1336802580000,0.0013854460000,17.6396602500000,15.8242146500000,14.8013528300000,2.7514554220000,62.4203102800000,2.8171963140000,89.0187398300000,487.1295106000000,27.1653618900000,19.0330247000000,8.9537753530000,11.9581743700000,18.2115865300000,2.3713967190000,18.1704087300000,16.1211812100000,16.8692556400000,12.8795862300000,18.6370390200000,16.5325499200000,16.3627653700000,145.8267768000000,1021.4970250000000,150104.5251000000000,208.9376094000000,7058.9956540000000,24.5148769700000,299.8930175000000,72.0608668800000,748.0301886000000,443.5612890000000,33110.5835800000000,94.1384330300000,4357.6554300000000,335.4250798000000,16569.7798500000000,146.4758983000000,14229.7275200000000,72.3986518800000,1764.7048290000000,1.2003412790000,0.0473130280000,1.2610869390000,0.0684413090000,40.5673897800000,326.7659512000000,47.2471439800000,388.6381742000000,26.0379634600000,141.3319264000000,21.6835278600000,126.4181243000000,33.3946467600000,268.5537524000000,31.0693281600000,298.8798788000000,3.3135645650000,106.1585783000000,3.4924526750000,110.8499523000000,0.2551993570000,0.0118548870000,0.2179420670000,0.0084710430000,0.0009522580000,0.0004758380000,0.0002171610000,0.0000056700000,5.9857080980000,0.9457747810000,6.1042902520000,1.0454158870000,2.3469264240000,1.9463651990000,1.3267905310000,0.8834305050000,1.1935070920000,0.2096142530000,1.2915938070000,0.1986291300000,0.2461071470000,0.0871639600000,0.1535377570000,0.1319339380000,0.0598664300000,0.0003660290000,0.0421985820000,0.0007549750000,0.0465838060000,0.0039553050000,0.1244506770000,0.0759295030000,34.7163629600000,84.9179143100000,34.0083562600000,76.7286357500000,36.0470573700000,97.8958327000000,38.6993236300000,116.7883785000000,20.8604982100000,45.1271991900000,23.4948241000000,54.2642484700000
15,Gond ,Other subsistence combinations,South Asia,64058.98,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,80.7680828400000,20.1736980500000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,194.7500000000000,467.6875000000000,486.7948101000000,35663.4458900000000,1.8545834940000,4.0874085660000,11.8404717148869,0.0430645652979,5.2026894630000,0.0019119680000,0.6826941710000,0.0092559450000,0.2163041790000,0.0003502760000,25.4337240900000,1.7187265190000,11.9758205200000,0.3167446941000,56.5364128600000,1.8685579330000,412.1517150000000,2182.3526110000000,39.8262352200000,2.0237542980000,11.5406567000000,3.8886807690000,28.2855785200000,4.0897366760000,25.8963736500000,1.2157980600000,20.9010285800000,5.8290834490000,31.1162481700000,1.6365140560000,20.0633950300000,26.9058693100000,1400.0539610000000,25983.8809300000000,415.2662645000000,3557.7598320000000,4.3746852370000,3.7802662530000,125.4153306000000,77.8350382700000,1044.4567160000000,18672.2825600000000,18.7881805600000,60.4648914600000,225.8716621000000,2863.9187830000000,23.2293181200000,63.0496318300000,28.1930552600000,4.0023617870000,1.3872891270000,0.0096019570000,1.5006278190000,0.0078624240000,24.4298416600000,154.5398601000000,33.6330113400000,158.4010408000000,25.2873483100000,52.6375891100000,23.1417962500000,59.1016889600000,50.2828100300000,339.5811235000000,43.2251924100000,309.1645102000000,5.3375396570000,32.5236525000000,5.9600660110000,77.4959582500000,0.1655197320000,0.0109111320000,0.1660322540000,0.0122427850000,0.0021847890000,0.0000033900000,0.0015554580000,0.0000022500000,6.7009076940000,0.2128772330000,6.6104825860000,0.3674590810000,1.2441090610000,0.3007202230000,0.3803425760000,0.0170151200000,1.1209806850000,0.0563960280000,1.2515241900000,0.0386678520000,0.1027309330000,0.0008021990000,0.0414442820000,0.0003730260000,0.0428366440000,0.0005217660000,0.0284936330000,0.0003239350000,0.0072107220000,0.0000496000000,0.0017408620000,0.0000144000000,30.1433266500000,72.7576206800000,30.8300539200000,73.2061718400000,25.0198033900000,57.4561450200000,28.4488341300000,65.7784710800000,13.2755544800000,39.1541582800000,16.0028737700000,41.3698025300000
16,Gusii ,Horticulturalists,Eastern Africa,2235.09,1.0000000000000,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,34.8513152000000,-0.7229302110000,134.7500000000000,467.6875000000000,0.0000000000000,0.0000000000000,134.7500000000000,467.6875000000000,1792.8333970000000,31007.5749100000000,3.0627841650000,3.2821699810000,11.8310305635083,0.0558561567791,5.7789287600000,0.0068374050000,0.9976326310000,0.0068210830000,0.0918733980000,0.0000011400000,18.5451168100000,1.0276495170000,14.5582535400000,0.2476358759000,65.9230912200000,30.7292211200000,72.7870547700000,19.6627289100000,27.6288012300000,1.1850169150000,10.4992340100000,0.5681986468000,17.1295672200000,0.2039836824000,18.9725392600000,0.9659084539000,18.9196859400000,1.6205395180000,19.4999234000000,0.9173563160000,17.5848717000000,10.6985916900000,1712.8410570000000,15157.3107400000000,251.9712754000000,270.7627761000000,77.5875143600000,46.0202118700000,31.8330141700000,3.8525648190000,613.6388357000000,1660.6116560000000,306.0857909000000,333.8792271000000,349.7012639000000,324.9130214000000,367.9253160000000,2178.4200910000000,77.5180900800000,1264.2343500000000,1.0620720030000,0.0218584250000,1.1217732670000,0.0164174290000,53.1731137500000,99.5378362400000,52.9659134400000,119.3915580000000,27.0831099200000,52.5061169100000,27.4059747200000,64.1033206100000,19.7437763300000,115.6179242000000,19.6281118400000,91.9029314500000,0.8490999620000,11.3687913400000,0.9842972040000,11.1794468100000,0.2101633770000,0.0045327960000,0.2562084600000,0.0165816340000,0.0000230000000,0.0000000225000,0.0000561000000,0.0000000622000,5.3182758620000,0.1908463940000,5.6339080460000,0.1589149630000,2.9356415170000,0.9585204600000,1.9831060900000,0.3209324560000,0.4679940560000,0.1264312380000,0.3316546760000,0.0005644640000,0.2612906930000,0.0169029690000,0.1350708540000,0.0045908280000,0.0400000000000,0.0000000000000,0.0217384840000,0.0000144000000,0.0439410190000,0.0001203630000,0.0333703560000,0.0000919000000,37.6763692100000,4.0979049730000,37.7993106100000,8.8371029730000,36.1666028300000,13.0040336300000,42.6024511700000,27.9277181300000,22.0647261600000,10.7709047000000,25.8617388000000,14.7728305400000
17,Hausa ,Other subsistence combinations,Western Africa,253564.88,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,7.0940764290000,12.2163581000000,0.0000000000000,0.0000000000000,149.7500000000000,842.6875000000000,180.0000000000000,242.6900000000000,407.7215008000000,18474.9349100000000,0.5235703740000,0.3036269840000,11.9506075141357,0.0055321709752,5.8902441470000,0.0224053170000,0.2886101740000,0.0141955750000,0.2234623940000,0.0011292890000,26.8713434000000,1.2072531290000,14.0956049500000,0.7007460825000,65.2137708000000,7.9405793150000,261.9016730000000,2229.1742550000000,38.6078661700000,2.4307612540000,14.1404851700000,1.7838038970000,24.4673810000000,3.7997913200000,26.1315733700000,1.7149928820000,24.3829697100000,1.8163664300000,30.4861562900000,1.8640259990000,23.7021279300000,13.1092440000000,747.7639462000000,58681.9161800000000,227.7374902000000,2262.3266510000000,0.0220163730000,0.0215317270000,127.4294016000000,231.5546149000000,541.2504765000000,17907.7979100000000,0.4673765480000,1.4058594720000,112.2316896000000,1697.1742700000000,23.4607154100000,16317.7657300000000,16.2223132200000,131.4667015000000,1.3803948500000,0.0051513420000,1.4517056300000,0.0060193020000,12.8568426400000,35.8192813700000,17.5721926200000,89.7593346100000,20.5420973200000,105.4028193000000,16.5662561100000,97.6019956700000,66.6010600400000,239.1448233000000,65.8615512700000,318.6677517000000,5.7363410300000,23.2086925700000,6.1552436340000,59.2779678300000,0.0882739960000,0.0018662180000,0.0687117210000,0.0016122470000,0.0038616610000,0.0000360000000,0.0042440510000,0.0000872000000,6.3889728520000,0.1451788800000,6.1461293200000,0.2293546260000,0.9533926530000,0.2993802350000,0.2644807610000,0.0137701050000,1.4463287550000,0.0909188380000,1.5948177580000,0.0442225510000,0.0704702780000,0.0010647060000,0.0253609890000,0.0001374880000,0.0306100100000,0.0001530210000,0.0197175710000,0.0000911000000,0.0220611240000,0.0027186680000,0.1107825460000,0.1094788360000,18.5752153000000,54.2268923300000,18.1755126900000,60.9491556100000,18.4389030900000,45.2538417400000,17.6829227200000,57.1832046300000,7.9677825430000,14.1078042400000,8.5710954350000,22.0732407800000
18,Ila ,Horticulturalists,Southern Africa,45313.91,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,26.4089566500000,-15.3869701200000,0.0000000000000,0.0000000000000,164.7500000000000,842.6875000000000,194.7500000000000,467.6875000000000,1097.1879650000000,6810.7167000000000,0.5159759030000,0.2275766930000,11.9098581955657,0.0020939824248,5.9428502270000,0.0024881700000,0.3989011280000,0.0006952760000,0.1980694910000,0.0000406000000,20.8409932700000,0.1199660553000,14.7940157400000,0.2014509839000,84.1663575800000,25.0425113200000,310.6915355000000,471.2135579000000,32.6789209900000,0.2880281527000,5.9128572550000,0.5728750339000,26.7660637400000,1.1933247480000,22.8548821500000,0.2413572498000,16.2903629300000,0.2232297569000,23.9063170500000,0.2154578135000,16.2388419100000,1.8973767960000,879.0952353000000,2742.4452300000000,227.3974434000000,105.6459038000000,0.0000000000000,0.0000000000000,116.4255540000000,10.4950351700000,626.8698223000000,705.7402721000000,0.1475021530000,0.1257477300000,325.3342534000000,4279.8555610000000,1.9803069450000,1.9567799230000,36.5154842200000,51.1578272800000,1.3480671050000,0.0038531480000,1.4561723830000,0.0038802590000,25.7380197300000,204.4901615000000,33.8208636800000,220.8670149000000,20.0856628300000,64.5337810900000,17.0748766700000,49.8509601400000,54.1763174400000,476.1684974000000,49.1042596500000,472.3288129000000,2.5344922090000,2.9468556020000,2.3834468720000,4.9389629170000,0.1546870620000,0.0154887700000,0.1445117010000,0.0199700640000,0.0009597740000,0.0000001010000,0.0007326600000,0.0000002300000,5.8728598560000,0.4640087100000,5.8057005270000,0.8021118990000,1.4136197240000,0.6171105840000,0.5993093730000,0.4971180710000,1.0088970890000,0.3782046130000,1.0121198830000,0.3439802270000,0.1027482190000,0.0028252150000,0.0473874400000,0.0022947540000,0.0462257500000,0.0002238900000,0.0281122880000,0.0002748810000,0.0216703860000,0.0000558000000,0.0218718190000,0.0001871190000,30.2038015800000,78.7967273200000,30.1931524500000,81.1172242200000,28.8345470200000,54.0750071700000,31.5183227600000,57.8814057500000,15.2774058400000,51.7104688800000,17.6821509700000,66.7203978900000
19,Inner Mongolia ,Agro-pastoralists,Central Asia,1728528.55,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,111.8308397000000,43.5250914100000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,164.7500000000000,467.6875000000000,1078.8139300000000,118359.1628000000000,1.2572633460000,2.4796614210000,11.8802184159053,0.0473344860554,4.4233953450000,0.1342576940000,0.2092801110000,0.0252643860000,0.1864606250000,0.0001666500000,3.6286180110000,16.0341285100000,13.6324842900000,0.8056150430000,56.9413036300000,3.2360329420000,1317.9853180000000,21913.3582600000000,27.6475246900000,8.1892896110000,-22.5517393500000,33.8485066200000,50.1992640300000,15.2670197800000,19.4532781300000,6.9773255880000,-13.5503248400000,33.8842462600000,19.7514783100000,7.4452343090000,-14.2449110400000,341.3321019000000,253.6959479000000,19978.8912700000000,74.5507360000000,1828.3351330000000,1.6673066280000,1.7117360900000,106.6232989000000,65.3877338600000,173.7979936000000,9892.4028610000000,6.2306570940000,18.6148382400000,172.7626050000000,9897.5075930000000,6.2425964300000,18.6887993300000,41.3429992200000,414.2330531000000,1.2810549910000,0.0105324100000,1.3994106740000,0.0185284120000,14.3593408000000,46.6008594500000,15.8336251700000,56.0369897100000,36.1237936700000,227.2916377000000,35.0906108100000,169.7085126000000,49.5168655300000,418.0639158000000,49.0757640200000,367.9437742000000,10.8209350200000,156.4867119000000,14.1781198600000,130.3410046000000,0.1188787510000,0.0060764630000,0.1054865090000,0.0034275490000,0.0205844260000,0.0006093940000,0.0312588980000,0.0015901750000,7.9681766090000,0.6953859830000,8.0617204580000,0.7320628500000,1.2277790210000,2.2756051610000,0.5583798460000,0.2212192060000,1.9518180780000,0.0520678010000,1.9339637190000,0.0474341660000,0.1115217530000,0.0151414640000,0.0552491440000,0.0016550810000,0.0611317830000,0.0006211540000,0.0483393900000,0.0002205230000,0.1724640580000,0.0590691910000,0.8889570260000,1.4521278190000,25.8933046200000,56.6878786900000,26.7629979300000,59.9707068500000,24.1473318200000,46.1478628600000,24.4439568200000,44.5663955600000,12.2179706900000,21.0482202900000,11.5672851500000,18.2802792300000
20,Iran ,Intensive agriculturalists,Middle East,215688.19,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,54.4847238800000,31.5568194500000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,119.7500000000000,842.6875000000000,785.2569052000000,392843.9066000000000,2.1698247670000,13.1590835500000,11.8114571246211,0.1220521699963,5.6041153850000,0.0495670620000,0.0823167080000,0.0009514920000,0.1654686770000,0.0005774980000,20.7920963600000,13.7590829600000,14.5263736600000,3.6838785400000,51.7581571800000,15.7262363400000,808.1449171000000,11384.7830500000000,39.7112981900000,13.6284341500000,2.8507126500000,23.9813297200000,36.8605855400000,24.0199050300000,12.7411874400000,11.8641088900000,30.5341422500000,12.6197183200000,30.8755605400000,10.7660627700000,10.0629384600000,187.2509340000000,160.9397776000000,5027.5836650000000,37.4926024600000,336.2904532000000,0.1612785640000,0.2613777070000,93.7708491100000,205.5056819000000,95.4182391700000,1974.9821490000000,1.3336651250000,6.0403524310000,1.5360998180000,7.2397208680000,88.6718771900000,2305.9470530000000,11.6051529500000,48.1346401800000,1.3337917090000,0.0055634820000,1.4164806180000,0.0039441580000,24.7803969400000,74.6434172000000,27.5887549000000,99.3355827800000,38.3524891300000,41.8205568400000,37.0066622800000,46.0169265300000,36.8671139300000,145.2596380000000,35.4045828200000,189.2447353000000,7.4121088190000,13.8167568700000,8.5546124720000,24.9808530800000,0.1732735530000,0.0014625480000,0.1741643050000,0.0021944790000,0.0599979020000,0.0034826470000,0.0569502560000,0.0038415790000,7.9261872530000,0.0263957080000,8.0214083630000,0.0306586270000,0.8223213390000,0.1399115390000,0.2843502760000,0.0653533150000,1.3481656570000,0.4918539300000,1.1961178320000,0.4459014130000,0.0746166740000,0.0005029670000,0.0262298600000,0.0003003060000,0.0427882480000,0.0007099960000,0.0366170910000,0.0004050630000,0.4407873730000,0.1900550400000,1.4404224250000,6.3488858000000,27.8974123100000,14.8555708700000,29.4383848200000,11.6921511100000,25.4302188200000,7.4606786760000,26.1533351100000,12.9062748700000,12.6443501400000,4.2625736980000,12.2718181400000,7.5187799420000
21,Kaffa ,Intensive agriculturalists,Eastern Africa,10688.11,1.0000000000000,0.0000000000000,1.0000000000000,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,1.0000000000000,1.0000000000000,0.0000000000000,0.0000000000000,36.0739965700000,7.2309066940000,164.7500000000000,467.6875000000000,0.0000000000000,0.0000000000000,120.0000000000000,242.6900000000000,1757.1668410000000,286988.6324000000000,5.8558758860000,22.2846319400000,11.5283813154095,0.1539158535306,5.1739005750000,0.0950469740000,1.0286689460000,0.0129625420000,0.1032938720000,0.0000209000000,19.2110071800000,7.5642618970000,13.7857995300000,0.9106152659000,81.9608086300000,1.1659942270000,74.0990242700000,54.1362853400000,28.0606160800000,10.5024391000000,11.2573824700000,6.6328021480000,16.8032336100000,1.6694258330000,18.6163373900000,8.8750943580000,19.4762277200000,8.0441719300000,20.2036206800000,7.8595860830000,18.3110475000000,78.0861181400000,1753.4491570000000,50122.1214700000000,234.0327393000000,1097.1997350000000,40.0607209100000,51.7920384800000,48.4621401500000,29.2708447400000,672.2080477000000,11005.0451000000000,150.5988227000000,715.9810599000000,364.8658979000000,18522.7258100000000,660.2944117000000,12857.4330700000000,113.0111233000000,1178.0730940000000,1.3384727040000,0.0017784410000,1.3915595520000,0.0016620190000,31.0755584200000,79.6853388500000,40.8142891700000,132.7831700000000,33.3522296600000,14.2399565200000,28.0594306900000,27.5844515800000,35.5722119200000,38.5960286200000,31.1262801400000,54.8946367600000,7.4908475120000,3.3450976770000,4.8229175070000,0.7496070040000,0.2051291560000,0.0013598140000,0.2076563030000,0.0012546100000,0.0045109830000,0.0000906000000,0.0059554310000,0.0003045010000,6.5218225810000,0.0987898060000,6.4051532260000,0.1490104610000,1.9742915890000,0.5607675000000,0.8948205790000,1.0729845340000,0.9147919960000,0.0033331890000,1.2218483410000,0.0004958970000,0.1565244740000,0.0033802100000,0.0840674140000,0.0053631480000,0.0699315430000,0.0000006800000,0.0499315430000,0.0000006800000,0.0171074910000,0.0000547000000,0.0101161200000,0.0007297610000,29.9146036600000,115.2274649000000,28.7077655000000,46.8728179200000,33.3852915100000,2.9731513850000,35.1359567800000,4.4024820060000,17.6370454000000,9.4041404310000,19.5585839900000,13.1698136100000
